Country,OECD,Gender,Answer,number,Question,Area
Bulgaria,Non-OECD,Male,NA,1013,ST42Q04,Math Self-Concept
Canada,OECD,Female,Agree,3118,ST42Q04,Math Self-Concept
Canada,OECD,Female,Disagree,1800,ST42Q04,Math Self-Concept
Canada,OECD,Female,Strongly agree,1609,ST42Q04,Math Self-Concept
Canada,OECD,Female,Strongly disagree,531,ST42Q04,Math Self-Concept
Canada,OECD,Female,NA,3885,ST42Q04,Math Self-Concept
Canada,OECD,Male,Agree,3047,ST42Q04,Math Self-Concept
Canada,OECD,Male,Disagree,1550,ST42Q04,Math Self-Concept
Canada,OECD,Male,Strongly agree,1787,ST42Q04,Math Self-Concept
Canada,OECD,Male,Strongly disagree,425,ST42Q04,Math Self-Concept
Canada,OECD,Male,NA,3792,ST42Q04,Math Self-Concept
Chile,OECD,Female,Agree,795,ST42Q04,Math Self-Concept
Chile,OECD,Female,Disagree,848,ST42Q04,Math Self-Concept
Chile,OECD,Female,Strongly agree,306,ST42Q04,Math Self-Concept
Chile,OECD,Female,Strongly disagree,316,ST42Q04,Math Self-Concept
Chile,OECD,Female,NA,1247,ST42Q04,Math Self-Concept
Chile,OECD,Male,Agree,914,ST42Q04,Math Self-Concept
Chile,OECD,Male,Disagree,693,ST42Q04,Math Self-Concept
Chile,OECD,Male,Strongly agree,381,ST42Q04,Math Self-Concept
Chile,OECD,Male,Strongly disagree,227,ST42Q04,Math Self-Concept
Chile,OECD,Male,NA,1129,ST42Q04,Math Self-Concept
China-Shanghai,Non-OECD,Female,Agree,380,ST42Q04,Math Self-Concept
China-Shanghai,Non-OECD,Female,Disagree,1135,ST42Q04,Math Self-Concept
China-Shanghai,Non-OECD,Female,Strongly agree,58,ST42Q04,Math Self-Concept
China-Shanghai,Non-OECD,Female,Strongly disagree,187,ST42Q04,Math Self-Concept
China-Shanghai,Non-OECD,Female,NA,877,ST42Q04,Math Self-Concept
China-Shanghai,Non-OECD,Male,Agree,588,ST42Q04,Math Self-Concept
China-Shanghai,Non-OECD,Male,Disagree,840,ST42Q04,Math Self-Concept
China-Shanghai,Non-OECD,Male,Strongly agree,160,ST42Q04,Math Self-Concept
China-Shanghai,Non-OECD,Male,Strongly disagree,107,ST42Q04,Math Self-Concept
China-Shanghai,Non-OECD,Male,NA,845,ST42Q04,Math Self-Concept
Chinese Taipei,Non-OECD,Female,Agree,399,ST42Q04,Math Self-Concept
Chinese Taipei,Non-OECD,Female,Disagree,949,ST42Q04,Math Self-Concept
Chinese Taipei,Non-OECD,Female,Strongly agree,54,ST42Q04,Math Self-Concept
Chinese Taipei,Non-OECD,Female,Strongly disagree,653,ST42Q04,Math Self-Concept
Chinese Taipei,Non-OECD,Female,NA,1056,ST42Q04,Math Self-Concept
Chinese Taipei,Non-OECD,Male,Agree,581,ST42Q04,Math Self-Concept
Chinese Taipei,Non-OECD,Male,Disagree,785,ST42Q04,Math Self-Concept
Chinese Taipei,Non-OECD,Male,Strongly agree,151,ST42Q04,Math Self-Concept
Chinese Taipei,Non-OECD,Male,Strongly disagree,438,ST42Q04,Math Self-Concept
Chinese Taipei,Non-OECD,Male,NA,980,ST42Q04,Math Self-Concept
Colombia,Non-OECD,Female,Agree,1521,ST42Q04,Math Self-Concept
Colombia,Non-OECD,Female,Disagree,803,ST42Q04,Math Self-Concept
Colombia,Non-OECD,Female,Strongly agree,473,ST42Q04,Math Self-Concept
Colombia,Non-OECD,Female,Strongly disagree,135,ST42Q04,Math Self-Concept
Colombia,Non-OECD,Female,NA,1875,ST42Q04,Math Self-Concept
Colombia,Non-OECD,Male,Agree,1341,ST42Q04,Math Self-Concept
Colombia,Non-OECD,Male,Disagree,657,ST42Q04,Math Self-Concept
Colombia,Non-OECD,Male,Strongly agree,545,ST42Q04,Math Self-Concept
Colombia,Non-OECD,Male,Strongly disagree,113,ST42Q04,Math Self-Concept
Colombia,Non-OECD,Male,NA,1610,ST42Q04,Math Self-Concept
Connecticut (USA),Non-OECD,Female,Agree,315,ST42Q04,Math Self-Concept
Connecticut (USA),Non-OECD,Female,Disagree,86,ST42Q04,Math Self-Concept
Connecticut (USA),Non-OECD,Female,Strongly agree,132,ST42Q04,Math Self-Concept
Connecticut (USA),Non-OECD,Female,Strongly disagree,9,ST42Q04,Math Self-Concept
Connecticut (USA),Non-OECD,Female,NA,303,ST42Q04,Math Self-Concept
Connecticut (USA),Non-OECD,Male,Agree,298,ST42Q04,Math Self-Concept
Connecticut (USA),Non-OECD,Male,Disagree,69,ST42Q04,Math Self-Concept
Connecticut (USA),Non-OECD,Male,Strongly agree,157,ST42Q04,Math Self-Concept
Connecticut (USA),Non-OECD,Male,Strongly disagree,13,ST42Q04,Math Self-Concept
Connecticut (USA),Non-OECD,Male,NA,315,ST42Q04,Math Self-Concept
Costa Rica,Non-OECD,Female,Agree,651,ST42Q04,Math Self-Concept
Costa Rica,Non-OECD,Female,Disagree,497,ST42Q04,Math Self-Concept
Costa Rica,Non-OECD,Female,Strongly agree,274,ST42Q04,Math Self-Concept
Costa Rica,Non-OECD,Female,Strongly disagree,142,ST42Q04,Math Self-Concept
Costa Rica,Non-OECD,Female,NA,896,ST42Q04,Math Self-Concept
Costa Rica,Non-OECD,Male,Agree,600,ST42Q04,Math Self-Concept
Costa Rica,Non-OECD,Male,Disagree,331,ST42Q04,Math Self-Concept
Costa Rica,Non-OECD,Male,Strongly agree,294,ST42Q04,Math Self-Concept
Costa Rica,Non-OECD,Male,Strongly disagree,79,ST42Q04,Math Self-Concept
Costa Rica,Non-OECD,Male,NA,838,ST42Q04,Math Self-Concept
Croatia,Non-OECD,Female,Agree,587,ST42Q04,Math Self-Concept
Croatia,Non-OECD,Female,Disagree,654,ST42Q04,Math Self-Concept
Croatia,Non-OECD,Female,Strongly agree,165,ST42Q04,Math Self-Concept
Croatia,Non-OECD,Female,Strongly disagree,253,ST42Q04,Math Self-Concept
Croatia,Non-OECD,Female,NA,821,ST42Q04,Math Self-Concept
Croatia,Non-OECD,Male,Agree,609,ST42Q04,Math Self-Concept
Croatia,Non-OECD,Male,Disagree,633,ST42Q04,Math Self-Concept
Croatia,Non-OECD,Male,Strongly agree,196,ST42Q04,Math Self-Concept
Croatia,Non-OECD,Male,Strongly disagree,208,ST42Q04,Math Self-Concept
Croatia,Non-OECD,Male,NA,882,ST42Q04,Math Self-Concept
Czech Republic,OECD,Female,Agree,774,ST42Q04,Math Self-Concept
Czech Republic,OECD,Female,Disagree,595,ST42Q04,Math Self-Concept
Czech Republic,OECD,Female,Strongly agree,179,ST42Q04,Math Self-Concept
Czech Republic,OECD,Female,Strongly disagree,185,ST42Q04,Math Self-Concept
Czech Republic,OECD,Female,NA,947,ST42Q04,Math Self-Concept
Czech Republic,OECD,Male,Agree,765,ST42Q04,Math Self-Concept
Czech Republic,OECD,Male,Disagree,524,ST42Q04,Math Self-Concept
Czech Republic,OECD,Male,Strongly agree,232,ST42Q04,Math Self-Concept
Czech Republic,OECD,Male,Strongly disagree,172,ST42Q04,Math Self-Concept
Czech Republic,OECD,Male,NA,954,ST42Q04,Math Self-Concept
Denmark,OECD,Female,Agree,1099,ST42Q04,Math Self-Concept
Denmark,OECD,Female,Disagree,661,ST42Q04,Math Self-Concept
Denmark,OECD,Female,Strongly agree,447,ST42Q04,Math Self-Concept
Denmark,OECD,Female,Strongly disagree,182,ST42Q04,Math Self-Concept
Denmark,OECD,Female,NA,1388,ST42Q04,Math Self-Concept
Denmark,OECD,Male,Agree,1155,ST42Q04,Math Self-Concept
Denmark,OECD,Male,Disagree,424,ST42Q04,Math Self-Concept
Denmark,OECD,Male,Strongly agree,666,ST42Q04,Math Self-Concept
Denmark,OECD,Male,Strongly disagree,91,ST42Q04,Math Self-Concept
Denmark,OECD,Male,NA,1368,ST42Q04,Math Self-Concept
Estonia,OECD,Female,Agree,758,ST42Q04,Math Self-Concept
Estonia,OECD,Female,Disagree,452,ST42Q04,Math Self-Concept
Estonia,OECD,Female,Strongly agree,310,ST42Q04,Math Self-Concept
Estonia,OECD,Female,Strongly disagree,96,ST42Q04,Math Self-Concept
Estonia,OECD,Female,NA,793,ST42Q04,Math Self-Concept
Estonia,OECD,Male,Agree,709,ST42Q04,Math Self-Concept
Estonia,OECD,Male,Disagree,502,ST42Q04,Math Self-Concept
Estonia,OECD,Male,Strongly agree,242,ST42Q04,Math Self-Concept
Estonia,OECD,Male,Strongly disagree,83,ST42Q04,Math Self-Concept
Estonia,OECD,Male,NA,834,ST42Q04,Math Self-Concept
Finland,OECD,Female,Agree,1087,ST42Q04,Math Self-Concept
Finland,OECD,Female,Disagree,895,ST42Q04,Math Self-Concept
Finland,OECD,Female,Strongly agree,471,ST42Q04,Math Self-Concept
Finland,OECD,Female,Strongly disagree,383,ST42Q04,Math Self-Concept
Finland,OECD,Female,NA,1534,ST42Q04,Math Self-Concept
Finland,OECD,Male,Agree,1199,ST42Q04,Math Self-Concept
Finland,OECD,Male,Disagree,864,ST42Q04,Math Self-Concept
Finland,OECD,Male,Strongly agree,525,ST42Q04,Math Self-Concept
Finland,OECD,Male,Strongly disagree,222,ST42Q04,Math Self-Concept
Finland,OECD,Male,NA,1649,ST42Q04,Math Self-Concept
Florida (USA),Non-OECD,Female,Agree,325,ST42Q04,Math Self-Concept
Florida (USA),Non-OECD,Female,Disagree,121,ST42Q04,Math Self-Concept
Florida (USA),Non-OECD,Female,Strongly agree,146,ST42Q04,Math Self-Concept
Florida (USA),Non-OECD,Female,Strongly disagree,40,ST42Q04,Math Self-Concept
Florida (USA),Non-OECD,Female,NA,320,ST42Q04,Math Self-Concept
Florida (USA),Non-OECD,Male,Agree,326,ST42Q04,Math Self-Concept
Florida (USA),Non-OECD,Male,Disagree,104,ST42Q04,Math Self-Concept
Florida (USA),Non-OECD,Male,Strongly agree,159,ST42Q04,Math Self-Concept
Florida (USA),Non-OECD,Male,Strongly disagree,25,ST42Q04,Math Self-Concept
Florida (USA),Non-OECD,Male,NA,330,ST42Q04,Math Self-Concept
France,OECD,Female,Agree,558,ST42Q04,Math Self-Concept
France,OECD,Female,Disagree,546,ST42Q04,Math Self-Concept
France,OECD,Female,Strongly agree,137,ST42Q04,Math Self-Concept
France,OECD,Female,Strongly disagree,319,ST42Q04,Math Self-Concept
France,OECD,Female,NA,815,ST42Q04,Math Self-Concept
France,OECD,Male,Agree,565,ST42Q04,Math Self-Concept
France,OECD,Male,Disagree,432,ST42Q04,Math Self-Concept
France,OECD,Male,Strongly agree,217,ST42Q04,Math Self-Concept
France,OECD,Male,Strongly disagree,192,ST42Q04,Math Self-Concept
France,OECD,Male,NA,832,ST42Q04,Math Self-Concept
Germany,OECD,Female,Agree,524,ST42Q04,Math Self-Concept
Germany,OECD,Female,Disagree,447,ST42Q04,Math Self-Concept
Germany,OECD,Female,Strongly agree,240,ST42Q04,Math Self-Concept
Germany,OECD,Female,Strongly disagree,175,ST42Q04,Math Self-Concept
Germany,OECD,Female,NA,1076,ST42Q04,Math Self-Concept
Germany,OECD,Male,Agree,528,ST42Q04,Math Self-Concept
Germany,OECD,Male,Disagree,354,ST42Q04,Math Self-Concept
Germany,OECD,Male,Strongly agree,360,ST42Q04,Math Self-Concept
Germany,OECD,Male,Strongly disagree,101,ST42Q04,Math Self-Concept
Germany,OECD,Male,NA,1196,ST42Q04,Math Self-Concept
Greece,OECD,Female,Agree,715,ST42Q04,Math Self-Concept
Greece,OECD,Female,Disagree,527,ST42Q04,Math Self-Concept
Greece,OECD,Female,Strongly agree,325,ST42Q04,Math Self-Concept
Greece,OECD,Female,Strongly disagree,137,ST42Q04,Math Self-Concept
Greece,OECD,Female,NA,872,ST42Q04,Math Self-Concept
Greece,OECD,Male,Agree,694,ST42Q04,Math Self-Concept
Greece,OECD,Male,Disagree,436,ST42Q04,Math Self-Concept
Greece,OECD,Male,Strongly agree,383,ST42Q04,Math Self-Concept
Greece,OECD,Male,Strongly disagree,149,ST42Q04,Math Self-Concept
Greece,OECD,Male,NA,887,ST42Q04,Math Self-Concept
Hong Kong-China,Non-OECD,Female,Agree,310,ST42Q04,Math Self-Concept
Hong Kong-China,Non-OECD,Female,Disagree,712,ST42Q04,Math Self-Concept
Hong Kong-China,Non-OECD,Female,Strongly agree,36,ST42Q04,Math Self-Concept
Hong Kong-China,Non-OECD,Female,Strongly disagree,340,ST42Q04,Math Self-Concept
Hong Kong-China,Non-OECD,Female,NA,763,ST42Q04,Math Self-Concept
Hong Kong-China,Non-OECD,Male,Agree,533,ST42Q04,Math Self-Concept
Hong Kong-China,Non-OECD,Male,Disagree,718,ST42Q04,Math Self-Concept
Hong Kong-China,Non-OECD,Male,Strongly agree,116,ST42Q04,Math Self-Concept
Hong Kong-China,Non-OECD,Male,Strongly disagree,253,ST42Q04,Math Self-Concept
Hong Kong-China,Non-OECD,Male,NA,889,ST42Q04,Math Self-Concept
Hungary,OECD,Female,Agree,587,ST42Q04,Math Self-Concept
Hungary,OECD,Female,Disagree,651,ST42Q04,Math Self-Concept
Hungary,OECD,Female,Strongly agree,187,ST42Q04,Math Self-Concept
Hungary,OECD,Female,Strongly disagree,217,ST42Q04,Math Self-Concept
Hungary,OECD,Female,NA,887,ST42Q04,Math Self-Concept
Hungary,OECD,Male,Agree,577,ST42Q04,Math Self-Concept
Hungary,OECD,Male,Disagree,549,ST42Q04,Math Self-Concept
Hungary,OECD,Male,Strongly agree,213,ST42Q04,Math Self-Concept
Hungary,OECD,Male,Strongly disagree,173,ST42Q04,Math Self-Concept
Hungary,OECD,Male,NA,769,ST42Q04,Math Self-Concept
Iceland,OECD,Female,Agree,469,ST42Q04,Math Self-Concept
Iceland,OECD,Female,Disagree,281,ST42Q04,Math Self-Concept
Iceland,OECD,Female,Strongly agree,295,ST42Q04,Math Self-Concept
Iceland,OECD,Female,Strongly disagree,78,ST42Q04,Math Self-Concept
Iceland,OECD,Female,NA,616,ST42Q04,Math Self-Concept
Iceland,OECD,Male,Agree,524,ST42Q04,Math Self-Concept
Iceland,OECD,Male,Disagree,267,ST42Q04,Math Self-Concept
Iceland,OECD,Male,Strongly agree,277,ST42Q04,Math Self-Concept
Iceland,OECD,Male,Strongly disagree,57,ST42Q04,Math Self-Concept
Iceland,OECD,Male,NA,644,ST42Q04,Math Self-Concept
Indonesia,Non-OECD,Female,Agree,1078,ST42Q04,Math Self-Concept
Indonesia,Non-OECD,Female,Disagree,375,ST42Q04,Math Self-Concept
Indonesia,Non-OECD,Female,Strongly agree,375,ST42Q04,Math Self-Concept
Indonesia,Non-OECD,Female,Strongly disagree,23,ST42Q04,Math Self-Concept
Indonesia,Non-OECD,Female,NA,1009,ST42Q04,Math Self-Concept
Indonesia,Non-OECD,Male,Agree,1034,ST42Q04,Math Self-Concept
Indonesia,Non-OECD,Male,Disagree,367,ST42Q04,Math Self-Concept
Indonesia,Non-OECD,Male,Strongly agree,376,ST42Q04,Math Self-Concept
Indonesia,Non-OECD,Male,Strongly disagree,40,ST42Q04,Math Self-Concept
Indonesia,Non-OECD,Male,NA,945,ST42Q04,Math Self-Concept
Ireland,OECD,Female,Agree,802,ST42Q04,Math Self-Concept
Ireland,OECD,Female,Disagree,544,ST42Q04,Math Self-Concept
Ireland,OECD,Female,Strongly agree,186,ST42Q04,Math Self-Concept
Ireland,OECD,Female,Strongly disagree,138,ST42Q04,Math Self-Concept
Ireland,OECD,Female,NA,875,ST42Q04,Math Self-Concept
Ireland,OECD,Male,Agree,798,ST42Q04,Math Self-Concept
Ireland,OECD,Male,Disagree,495,ST42Q04,Math Self-Concept
Ireland,OECD,Male,Strongly agree,220,ST42Q04,Math Self-Concept
Ireland,OECD,Male,Strongly disagree,118,ST42Q04,Math Self-Concept
Ireland,OECD,Male,NA,840,ST42Q04,Math Self-Concept
Israel,OECD,Female,Agree,777,ST42Q04,Math Self-Concept
Israel,OECD,Female,Disagree,390,ST42Q04,Math Self-Concept
Israel,OECD,Female,Strongly agree,449,ST42Q04,Math Self-Concept
Israel,OECD,Female,Strongly disagree,128,ST42Q04,Math Self-Concept
Israel,OECD,Female,NA,1081,ST42Q04,Math Self-Concept
Israel,OECD,Male,Agree,644,ST42Q04,Math Self-Concept
Israel,OECD,Male,Disagree,297,ST42Q04,Math Self-Concept
Israel,OECD,Male,Strongly agree,391,ST42Q04,Math Self-Concept
Israel,OECD,Male,Strongly disagree,79,ST42Q04,Math Self-Concept
Israel,OECD,Male,NA,819,ST42Q04,Math Self-Concept
Italy,OECD,Female,Agree,4551,ST42Q04,Math Self-Concept
Italy,OECD,Female,Disagree,2764,ST42Q04,Math Self-Concept
Italy,OECD,Female,Strongly agree,1482,ST42Q04,Math Self-Concept
Italy,OECD,Female,Strongly disagree,1227,ST42Q04,Math Self-Concept
Italy,OECD,Female,NA,5219,ST42Q04,Math Self-Concept
Italy,OECD,Male,Agree,4780,ST42Q04,Math Self-Concept
Italy,OECD,Male,Disagree,2788,ST42Q04,Math Self-Concept
Italy,OECD,Male,Strongly agree,1663,ST42Q04,Math Self-Concept
Italy,OECD,Male,Strongly disagree,1173,ST42Q04,Math Self-Concept
Italy,OECD,Male,NA,5426,ST42Q04,Math Self-Concept
Japan,OECD,Female,Agree,433,ST42Q04,Math Self-Concept
Japan,OECD,Female,Disagree,932,ST42Q04,Math Self-Concept
Japan,OECD,Female,Strongly agree,80,ST42Q04,Math Self-Concept
Japan,OECD,Female,Strongly disagree,523,ST42Q04,Math Self-Concept
Japan,OECD,Female,NA,1053,ST42Q04,Math Self-Concept
Japan,OECD,Male,Agree,605,ST42Q04,Math Self-Concept
Japan,OECD,Male,Disagree,1044,ST42Q04,Math Self-Concept
Japan,OECD,Male,Strongly agree,162,ST42Q04,Math Self-Concept
Japan,OECD,Male,Strongly disagree,386,ST42Q04,Math Self-Concept
Japan,OECD,Male,NA,1133,ST42Q04,Math Self-Concept
Jordan,Non-OECD,Female,Agree,1122,ST42Q04,Math Self-Concept
Jordan,Non-OECD,Female,Disagree,376,ST42Q04,Math Self-Concept
Jordan,Non-OECD,Female,Strongly agree,750,ST42Q04,Math Self-Concept
Jordan,Non-OECD,Female,Strongly disagree,106,ST42Q04,Math Self-Concept
Jordan,Non-OECD,Female,NA,1261,ST42Q04,Math Self-Concept
Jordan,Non-OECD,Male,Agree,884,ST42Q04,Math Self-Concept
Jordan,Non-OECD,Male,Disagree,294,ST42Q04,Math Self-Concept
Jordan,Non-OECD,Male,Strongly agree,723,ST42Q04,Math Self-Concept
Jordan,Non-OECD,Male,Strongly disagree,154,ST42Q04,Math Self-Concept
Jordan,Non-OECD,Male,NA,1368,ST42Q04,Math Self-Concept
Kazakhstan,Non-OECD,Female,Agree,1115,ST42Q04,Math Self-Concept
Kazakhstan,Non-OECD,Female,Disagree,370,ST42Q04,Math Self-Concept
Kazakhstan,Non-OECD,Female,Strongly agree,402,ST42Q04,Math Self-Concept
Kazakhstan,Non-OECD,Female,Strongly disagree,47,ST42Q04,Math Self-Concept
Kazakhstan,Non-OECD,Female,NA,997,ST42Q04,Math Self-Concept
Kazakhstan,Non-OECD,Male,Agree,1046,ST42Q04,Math Self-Concept
Kazakhstan,Non-OECD,Male,Disagree,441,ST42Q04,Math Self-Concept
Kazakhstan,Non-OECD,Male,Strongly agree,363,ST42Q04,Math Self-Concept
Kazakhstan,Non-OECD,Male,Strongly disagree,49,ST42Q04,Math Self-Concept
Kazakhstan,Non-OECD,Male,NA,978,ST42Q04,Math Self-Concept
Korea,OECD,Female,Agree,351,ST42Q04,Math Self-Concept
Korea,OECD,Female,Disagree,752,ST42Q04,Math Self-Concept
Korea,OECD,Female,Strongly agree,54,ST42Q04,Math Self-Concept
Korea,OECD,Female,Strongly disagree,404,ST42Q04,Math Self-Concept
Korea,OECD,Female,NA,781,ST42Q04,Math Self-Concept
Korea,OECD,Male,Agree,478,ST42Q04,Math Self-Concept
Korea,OECD,Male,Disagree,844,ST42Q04,Math Self-Concept
Korea,OECD,Male,Strongly agree,123,ST42Q04,Math Self-Concept
Korea,OECD,Male,Strongly disagree,345,ST42Q04,Math Self-Concept
Korea,OECD,Male,NA,901,ST42Q04,Math Self-Concept
Latvia,Non-OECD,Female,Agree,612,ST42Q04,Math Self-Concept
Latvia,Non-OECD,Female,Disagree,583,ST42Q04,Math Self-Concept
Latvia,Non-OECD,Female,Strongly agree,165,ST42Q04,Math Self-Concept
Latvia,Non-OECD,Female,Strongly disagree,102,ST42Q04,Math Self-Concept
Latvia,Non-OECD,Female,NA,726,ST42Q04,Math Self-Concept
Latvia,Non-OECD,Male,Agree,544,ST42Q04,Math Self-Concept
Latvia,Non-OECD,Male,Disagree,569,ST42Q04,Math Self-Concept
Latvia,Non-OECD,Male,Strongly agree,130,ST42Q04,Math Self-Concept
Latvia,Non-OECD,Male,Strongly disagree,109,ST42Q04,Math Self-Concept
Latvia,Non-OECD,Male,NA,766,ST42Q04,Math Self-Concept
Liechtenstein,Non-OECD,Female,Agree,37,ST42Q04,Math Self-Concept
Liechtenstein,Non-OECD,Female,Disagree,25,ST42Q04,Math Self-Concept
Liechtenstein,Non-OECD,Female,Strongly agree,14,ST42Q04,Math Self-Concept
Liechtenstein,Non-OECD,Female,Strongly disagree,9,ST42Q04,Math Self-Concept
Liechtenstein,Non-OECD,Female,NA,53,ST42Q04,Math Self-Concept
Liechtenstein,Non-OECD,Male,Agree,50,ST42Q04,Math Self-Concept
Liechtenstein,Non-OECD,Male,Disagree,28,ST42Q04,Math Self-Concept
Liechtenstein,Non-OECD,Male,Strongly agree,21,ST42Q04,Math Self-Concept
Liechtenstein,Non-OECD,Male,Strongly disagree,5,ST42Q04,Math Self-Concept
Liechtenstein,Non-OECD,Male,NA,51,ST42Q04,Math Self-Concept
Lithuania,Non-OECD,Female,Agree,593,ST42Q04,Math Self-Concept
Lithuania,Non-OECD,Female,Disagree,459,ST42Q04,Math Self-Concept
Lithuania,Non-OECD,Female,Strongly agree,274,ST42Q04,Math Self-Concept
Lithuania,Non-OECD,Female,Strongly disagree,196,ST42Q04,Math Self-Concept
Lithuania,Non-OECD,Female,NA,761,ST42Q04,Math Self-Concept
Lithuania,Non-OECD,Male,Agree,631,ST42Q04,Math Self-Concept
Lithuania,Non-OECD,Male,Disagree,465,ST42Q04,Math Self-Concept
Lithuania,Non-OECD,Male,Strongly agree,266,ST42Q04,Math Self-Concept
Lithuania,Non-OECD,Male,Strongly disagree,177,ST42Q04,Math Self-Concept
Lithuania,Non-OECD,Male,NA,796,ST42Q04,Math Self-Concept
Luxembourg,OECD,Female,Agree,613,ST42Q04,Math Self-Concept
Luxembourg,OECD,Female,Disagree,494,ST42Q04,Math Self-Concept
Luxembourg,OECD,Female,Strongly agree,286,ST42Q04,Math Self-Concept
Luxembourg,OECD,Female,Strongly disagree,275,ST42Q04,Math Self-Concept
Luxembourg,OECD,Female,NA,913,ST42Q04,Math Self-Concept
Luxembourg,OECD,Male,Agree,714,ST42Q04,Math Self-Concept
Luxembourg,OECD,Male,Disagree,449,ST42Q04,Math Self-Concept
Luxembourg,OECD,Male,Strongly agree,388,ST42Q04,Math Self-Concept
Luxembourg,OECD,Male,Strongly disagree,183,ST42Q04,Math Self-Concept
Luxembourg,OECD,Male,NA,943,ST42Q04,Math Self-Concept
Macao-China,Non-OECD,Female,Agree,422,ST42Q04,Math Self-Concept
Macao-China,Non-OECD,Female,Disagree,876,ST42Q04,Math Self-Concept
Macao-China,Non-OECD,Female,Strongly agree,63,ST42Q04,Math Self-Concept
Macao-China,Non-OECD,Female,Strongly disagree,371,ST42Q04,Math Self-Concept
Macao-China,Non-OECD,Female,NA,872,ST42Q04,Math Self-Concept
Macao-China,Non-OECD,Male,Agree,636,ST42Q04,Math Self-Concept
Macao-China,Non-OECD,Male,Disagree,780,ST42Q04,Math Self-Concept
Macao-China,Non-OECD,Male,Strongly agree,179,ST42Q04,Math Self-Concept
Macao-China,Non-OECD,Male,Strongly disagree,208,ST42Q04,Math Self-Concept
Macao-China,Non-OECD,Male,NA,928,ST42Q04,Math Self-Concept
Malaysia,Non-OECD,Female,Agree,806,ST42Q04,Math Self-Concept
Malaysia,Non-OECD,Female,Disagree,635,ST42Q04,Math Self-Concept
Malaysia,Non-OECD,Female,Strongly agree,237,ST42Q04,Math Self-Concept
Malaysia,Non-OECD,Female,Strongly disagree,93,ST42Q04,Math Self-Concept
Malaysia,Non-OECD,Female,NA,974,ST42Q04,Math Self-Concept
Malaysia,Non-OECD,Male,Agree,690,ST42Q04,Math Self-Concept
Malaysia,Non-OECD,Male,Disagree,627,ST42Q04,Math Self-Concept
Malaysia,Non-OECD,Male,Strongly agree,208,ST42Q04,Math Self-Concept
Malaysia,Non-OECD,Male,Strongly disagree,96,ST42Q04,Math Self-Concept
Malaysia,Non-OECD,Male,NA,831,ST42Q04,Math Self-Concept
Massachusetts (USA),Non-OECD,Female,Agree,327,ST42Q04,Math Self-Concept
Massachusetts (USA),Non-OECD,Female,Disagree,101,ST42Q04,Math Self-Concept
Massachusetts (USA),Non-OECD,Female,Strongly agree,133,ST42Q04,Math Self-Concept
Massachusetts (USA),Non-OECD,Female,Strongly disagree,18,ST42Q04,Math Self-Concept
Massachusetts (USA),Non-OECD,Female,NA,313,ST42Q04,Math Self-Concept
Massachusetts (USA),Non-OECD,Male,Agree,293,ST42Q04,Math Self-Concept
Massachusetts (USA),Non-OECD,Male,Disagree,70,ST42Q04,Math Self-Concept
Massachusetts (USA),Non-OECD,Male,Strongly agree,160,ST42Q04,Math Self-Concept
Massachusetts (USA),Non-OECD,Male,Strongly disagree,19,ST42Q04,Math Self-Concept
Massachusetts (USA),Non-OECD,Male,NA,289,ST42Q04,Math Self-Concept
Mexico,OECD,Female,Agree,5166,ST42Q04,Math Self-Concept
Mexico,OECD,Female,Disagree,3951,ST42Q04,Math Self-Concept
Mexico,OECD,Female,Strongly agree,1645,ST42Q04,Math Self-Concept
Mexico,OECD,Female,Strongly disagree,724,ST42Q04,Math Self-Concept
Mexico,OECD,Female,NA,6067,ST42Q04,Math Self-Concept
Mexico,OECD,Male,Agree,5005,ST42Q04,Math Self-Concept
Mexico,OECD,Male,Disagree,3402,ST42Q04,Math Self-Concept
Mexico,OECD,Male,Strongly agree,1696,ST42Q04,Math Self-Concept
Mexico,OECD,Male,Strongly disagree,543,ST42Q04,Math Self-Concept
Mexico,OECD,Male,NA,5607,ST42Q04,Math Self-Concept
Montenegro,Non-OECD,Female,Agree,524,ST42Q04,Math Self-Concept
Montenegro,Non-OECD,Female,Disagree,626,ST42Q04,Math Self-Concept
Montenegro,Non-OECD,Female,Strongly agree,205,ST42Q04,Math Self-Concept
Montenegro,Non-OECD,Female,Strongly disagree,184,ST42Q04,Math Self-Concept
Montenegro,Non-OECD,Female,NA,834,ST42Q04,Math Self-Concept
Montenegro,Non-OECD,Male,Agree,584,ST42Q04,Math Self-Concept
Montenegro,Non-OECD,Male,Disagree,504,ST42Q04,Math Self-Concept
Montenegro,Non-OECD,Male,Strongly agree,225,ST42Q04,Math Self-Concept
Montenegro,Non-OECD,Male,Strongly disagree,172,ST42Q04,Math Self-Concept
Montenegro,Non-OECD,Male,NA,886,ST42Q04,Math Self-Concept
Netherlands,OECD,Female,Agree,649,ST42Q04,Math Self-Concept
Netherlands,OECD,Female,Disagree,405,ST42Q04,Math Self-Concept
Netherlands,OECD,Female,Strongly agree,158,ST42Q04,Math Self-Concept
Netherlands,OECD,Female,Strongly disagree,138,ST42Q04,Math Self-Concept
Netherlands,OECD,Female,NA,795,ST42Q04,Math Self-Concept
Netherlands,OECD,Male,Agree,751,ST42Q04,Math Self-Concept
Netherlands,OECD,Male,Disagree,369,ST42Q04,Math Self-Concept
Netherlands,OECD,Male,Strongly agree,235,ST42Q04,Math Self-Concept
