"","Country","Gender","Answer","number","Question","Area"
"2833","Slovenia","Female","ST42Q06",2699,"ST42Q06","Math Self-Concept"
"2834","Slovenia","Male","ST42Q06",3212,"ST42Q06","Math Self-Concept"
"2835","Spain","Female","ST42Q06",12690,"ST42Q06","Math Self-Concept"
"2836","Spain","Male","ST42Q06",12623,"ST42Q06","Math Self-Concept"
"2837","Sweden","Female","ST42Q06",2378,"ST42Q06","Math Self-Concept"
"2838","Sweden","Male","ST42Q06",2358,"ST42Q06","Math Self-Concept"
"2839","Switzerland","Female","ST42Q06",5579,"ST42Q06","Math Self-Concept"
"2840","Switzerland","Male","ST42Q06",5650,"ST42Q06","Math Self-Concept"
"2841","Thailand","Female","ST42Q06",3736,"ST42Q06","Math Self-Concept"
"2842","Thailand","Male","ST42Q06",2870,"ST42Q06","Math Self-Concept"
"2843","Tunisia","Female","ST42Q06",2390,"ST42Q06","Math Self-Concept"
"2844","Tunisia","Male","ST42Q06",2017,"ST42Q06","Math Self-Concept"
"2845","Turkey","Female","ST42Q06",2370,"ST42Q06","Math Self-Concept"
"2846","Turkey","Male","ST42Q06",2478,"ST42Q06","Math Self-Concept"
"2847","United Arab Emirates","Female","ST42Q06",5792,"ST42Q06","Math Self-Concept"
"2848","United Arab Emirates","Male","ST42Q06",5708,"ST42Q06","Math Self-Concept"
"2849","United Kingdom","Female","ST42Q06",6308,"ST42Q06","Math Self-Concept"
"2850","United Kingdom","Male","ST42Q06",6351,"ST42Q06","Math Self-Concept"
"2851","United States of America","Female","ST42Q06",2453,"ST42Q06","Math Self-Concept"
"2852","United States of America","Male","ST42Q06",2525,"ST42Q06","Math Self-Concept"
"2853","Uruguay","Female","ST42Q06",2826,"ST42Q06","Math Self-Concept"
"2854","Uruguay","Male","ST42Q06",2489,"ST42Q06","Math Self-Concept"
"2855","Vietnam","Female","ST42Q06",2648,"ST42Q06","Math Self-Concept"
"2856","Vietnam","Male","ST42Q06",2311,"ST42Q06","Math Self-Concept"
"2857","Albania","Female","ST42Q07",2416,"ST42Q07","Math Self-Concept"
"2858","Albania","Male","ST42Q07",2327,"ST42Q07","Math Self-Concept"
"2859","Argentina","Female","ST42Q07",3113,"ST42Q07","Math Self-Concept"
"2860","Argentina","Male","ST42Q07",2795,"ST42Q07","Math Self-Concept"
"2861","Australia","Female","ST42Q07",7075,"ST42Q07","Math Self-Concept"
"2862","Australia","Male","ST42Q07",7406,"ST42Q07","Math Self-Concept"
"2863","Austria","Female","ST42Q07",2357,"ST42Q07","Math Self-Concept"
"2864","Austria","Male","ST42Q07",2398,"ST42Q07","Math Self-Concept"
"2865","Belgium","Female","ST42Q07",4287,"ST42Q07","Math Self-Concept"
"2866","Belgium","Male","ST42Q07",4310,"ST42Q07","Math Self-Concept"
"2867","Brazil","Female","ST42Q07",10175,"ST42Q07","Math Self-Concept"
"2868","Brazil","Male","ST42Q07",9029,"ST42Q07","Math Self-Concept"
"2869","Bulgaria","Female","ST42Q07",2578,"ST42Q07","Math Self-Concept"
"2870","Bulgaria","Male","ST42Q07",2704,"ST42Q07","Math Self-Concept"
"2871","Canada","Female","ST42Q07",10943,"ST42Q07","Math Self-Concept"
"2872","Canada","Male","ST42Q07",10601,"ST42Q07","Math Self-Concept"
"2873","Chile","Female","ST42Q07",3512,"ST42Q07","Math Self-Concept"
"2874","Chile","Male","ST42Q07",3344,"ST42Q07","Math Self-Concept"
"2875","China-Shanghai","Female","ST42Q07",2637,"ST42Q07","Math Self-Concept"
"2876","China-Shanghai","Male","ST42Q07",2540,"ST42Q07","Math Self-Concept"
"2877","Chinese Taipei","Female","ST42Q07",3111,"ST42Q07","Math Self-Concept"
"2878","Chinese Taipei","Male","ST42Q07",2935,"ST42Q07","Math Self-Concept"
"2879","Colombia","Female","ST42Q07",4807,"ST42Q07","Math Self-Concept"
"2880","Colombia","Male","ST42Q07",4266,"ST42Q07","Math Self-Concept"
"2881","Connecticut (USA)","Female","ST42Q07",845,"ST42Q07","Math Self-Concept"
"2882","Connecticut (USA)","Male","ST42Q07",852,"ST42Q07","Math Self-Concept"
"2883","Costa Rica","Female","ST42Q07",2460,"ST42Q07","Math Self-Concept"
"2884","Costa Rica","Male","ST42Q07",2142,"ST42Q07","Math Self-Concept"
"2885","Croatia","Female","ST42Q07",2480,"ST42Q07","Math Self-Concept"
"2886","Croatia","Male","ST42Q07",2528,"ST42Q07","Math Self-Concept"
"2887","Czech Republic","Female","ST42Q07",2680,"ST42Q07","Math Self-Concept"
"2888","Czech Republic","Male","ST42Q07",2647,"ST42Q07","Math Self-Concept"
"2889","Denmark","Female","ST42Q07",3777,"ST42Q07","Math Self-Concept"
"2890","Denmark","Male","ST42Q07",3704,"ST42Q07","Math Self-Concept"
"2891","Estonia","Female","ST42Q07",2409,"ST42Q07","Math Self-Concept"
"2892","Estonia","Male","ST42Q07",2370,"ST42Q07","Math Self-Concept"
"2893","Finland","Female","ST42Q07",4370,"ST42Q07","Math Self-Concept"
"2894","Finland","Male","ST42Q07",4459,"ST42Q07","Math Self-Concept"
"2895","Florida (USA)","Female","ST42Q07",952,"ST42Q07","Math Self-Concept"
"2896","Florida (USA)","Male","ST42Q07",944,"ST42Q07","Math Self-Concept"
"2897","France","Female","ST42Q07",2375,"ST42Q07","Math Self-Concept"
"2898","France","Male","ST42Q07",2238,"ST42Q07","Math Self-Concept"
"2899","Germany","Female","ST42Q07",2462,"ST42Q07","Math Self-Concept"
"2900","Germany","Male","ST42Q07",2539,"ST42Q07","Math Self-Concept"
"2901","Greece","Female","ST42Q07",2576,"ST42Q07","Math Self-Concept"
"2902","Greece","Male","ST42Q07",2549,"ST42Q07","Math Self-Concept"
"2903","Hong Kong-China","Female","ST42Q07",2161,"ST42Q07","Math Self-Concept"
"2904","Hong Kong-China","Male","ST42Q07",2509,"ST42Q07","Math Self-Concept"
"2905","Hungary","Female","ST42Q07",2529,"ST42Q07","Math Self-Concept"
"2906","Hungary","Male","ST42Q07",2281,"ST42Q07","Math Self-Concept"
"2907","Iceland","Female","ST42Q07",1739,"ST42Q07","Math Self-Concept"
"2908","Iceland","Male","ST42Q07",1769,"ST42Q07","Math Self-Concept"
"2909","Indonesia","Female","ST42Q07",2860,"ST42Q07","Math Self-Concept"
"2910","Indonesia","Male","ST42Q07",2762,"ST42Q07","Math Self-Concept"
"2911","Ireland","Female","ST42Q07",2545,"ST42Q07","Math Self-Concept"
"2912","Ireland","Male","ST42Q07",2471,"ST42Q07","Math Self-Concept"
"2913","Israel","Female","ST42Q07",2825,"ST42Q07","Math Self-Concept"
"2914","Israel","Male","ST42Q07",2230,"ST42Q07","Math Self-Concept"
"2915","Italy","Female","ST42Q07",15243,"ST42Q07","Math Self-Concept"
"2916","Italy","Male","ST42Q07",15830,"ST42Q07","Math Self-Concept"
"2917","Japan","Female","ST42Q07",3021,"ST42Q07","Math Self-Concept"
"2918","Japan","Male","ST42Q07",3330,"ST42Q07","Math Self-Concept"
"2919","Jordan","Female","ST42Q07",3615,"ST42Q07","Math Self-Concept"
"2920","Jordan","Male","ST42Q07",3423,"ST42Q07","Math Self-Concept"
"2921","Kazakhstan","Female","ST42Q07",2931,"ST42Q07","Math Self-Concept"
"2922","Kazakhstan","Male","ST42Q07",2877,"ST42Q07","Math Self-Concept"
"2923","Korea","Female","ST42Q07",2342,"ST42Q07","Math Self-Concept"
"2924","Korea","Male","ST42Q07",2691,"ST42Q07","Math Self-Concept"
"2925","Latvia","Female","ST42Q07",2188,"ST42Q07","Math Self-Concept"
"2926","Latvia","Male","ST42Q07",2118,"ST42Q07","Math Self-Concept"
"2927","Liechtenstein","Female","ST42Q07",138,"ST42Q07","Math Self-Concept"
"2928","Liechtenstein","Male","ST42Q07",155,"ST42Q07","Math Self-Concept"
"2929","Lithuania","Female","ST42Q07",2283,"ST42Q07","Math Self-Concept"
"2930","Lithuania","Male","ST42Q07",2335,"ST42Q07","Math Self-Concept"
"2931","Luxembourg","Female","ST42Q07",2581,"ST42Q07","Math Self-Concept"
"2932","Luxembourg","Male","ST42Q07",2677,"ST42Q07","Math Self-Concept"
"2933","Macao-China","Female","ST42Q07",2604,"ST42Q07","Math Self-Concept"
"2934","Macao-China","Male","ST42Q07",2731,"ST42Q07","Math Self-Concept"
"2935","Malaysia","Female","ST42Q07",2745,"ST42Q07","Math Self-Concept"
"2936","Malaysia","Male","ST42Q07",2452,"ST42Q07","Math Self-Concept"
"2937","Massachusetts (USA)","Female","ST42Q07",892,"ST42Q07","Math Self-Concept"
"2938","Massachusetts (USA)","Male","ST42Q07",831,"ST42Q07","Math Self-Concept"
"2939","Mexico","Female","ST42Q07",17553,"ST42Q07","Math Self-Concept"
"2940","Mexico","Male","ST42Q07",16253,"ST42Q07","Math Self-Concept"
"2941","Montenegro","Female","ST42Q07",2373,"ST42Q07","Math Self-Concept"
"2942","Montenegro","Male","ST42Q07",2371,"ST42Q07","Math Self-Concept"
"2943","Netherlands","Female","ST42Q07",2145,"ST42Q07","Math Self-Concept"
"2944","Netherlands","Male","ST42Q07",2315,"ST42Q07","Math Self-Concept"
"2945","New Zealand","Female","ST42Q07",2131,"ST42Q07","Math Self-Concept"
"2946","New Zealand","Male","ST42Q07",2160,"ST42Q07","Math Self-Concept"
"2947","Norway","Female","ST42Q07",2291,"ST42Q07","Math Self-Concept"
"2948","Norway","Male","ST42Q07",2395,"ST42Q07","Math Self-Concept"
"2949","Perm(Russian Federation)","Female","ST42Q07",862,"ST42Q07","Math Self-Concept"
"2950","Perm(Russian Federation)","Male","ST42Q07",899,"ST42Q07","Math Self-Concept"
"2951","Peru","Female","ST42Q07",3118,"ST42Q07","Math Self-Concept"
"2952","Peru","Male","ST42Q07",2917,"ST42Q07","Math Self-Concept"
"2953","Poland","Female","ST42Q07",2388,"ST42Q07","Math Self-Concept"
"2954","Poland","Male","ST42Q07",2219,"ST42Q07","Math Self-Concept"
"2955","Portugal","Female","ST42Q07",2853,"ST42Q07","Math Self-Concept"
"2956","Portugal","Male","ST42Q07",2869,"ST42Q07","Math Self-Concept"
"2957","Qatar","Female","ST42Q07",5305,"ST42Q07","Math Self-Concept"
"2958","Qatar","Male","ST42Q07",5661,"ST42Q07","Math Self-Concept"
"2959","Romania","Female","ST42Q07",2572,"ST42Q07","Math Self-Concept"
"2960","Romania","Male","ST42Q07",2502,"ST42Q07","Math Self-Concept"
"2961","Russian Federation","Female","ST42Q07",2614,"ST42Q07","Math Self-Concept"
"2962","Russian Federation","Male","ST42Q07",2617,"ST42Q07","Math Self-Concept"
"2963","Serbia","Female","ST42Q07",2368,"ST42Q07","Math Self-Concept"
"2964","Serbia","Male","ST42Q07",2316,"ST42Q07","Math Self-Concept"
"2965","Singapore","Female","ST42Q07",2752,"ST42Q07","Math Self-Concept"
"2966","Singapore","Male","ST42Q07",2794,"ST42Q07","Math Self-Concept"
"2967","Slovak Republic","Female","ST42Q07",2231,"ST42Q07","Math Self-Concept"
"2968","Slovak Republic","Male","ST42Q07",2447,"ST42Q07","Math Self-Concept"
"2969","Slovenia","Female","ST42Q07",2699,"ST42Q07","Math Self-Concept"
"2970","Slovenia","Male","ST42Q07",3212,"ST42Q07","Math Self-Concept"
"2971","Spain","Female","ST42Q07",12690,"ST42Q07","Math Self-Concept"
"2972","Spain","Male","ST42Q07",12623,"ST42Q07","Math Self-Concept"
"2973","Sweden","Female","ST42Q07",2378,"ST42Q07","Math Self-Concept"
"2974","Sweden","Male","ST42Q07",2358,"ST42Q07","Math Self-Concept"
"2975","Switzerland","Female","ST42Q07",5579,"ST42Q07","Math Self-Concept"
"2976","Switzerland","Male","ST42Q07",5650,"ST42Q07","Math Self-Concept"
"2977","Thailand","Female","ST42Q07",3736,"ST42Q07","Math Self-Concept"
"2978","Thailand","Male","ST42Q07",2870,"ST42Q07","Math Self-Concept"
"2979","Tunisia","Female","ST42Q07",2390,"ST42Q07","Math Self-Concept"
"2980","Tunisia","Male","ST42Q07",2017,"ST42Q07","Math Self-Concept"
"2981","Turkey","Female","ST42Q07",2370,"ST42Q07","Math Self-Concept"
"2982","Turkey","Male","ST42Q07",2478,"ST42Q07","Math Self-Concept"
"2983","United Arab Emirates","Female","ST42Q07",5792,"ST42Q07","Math Self-Concept"
"2984","United Arab Emirates","Male","ST42Q07",5708,"ST42Q07","Math Self-Concept"
"2985","United Kingdom","Female","ST42Q07",6308,"ST42Q07","Math Self-Concept"
"2986","United Kingdom","Male","ST42Q07",6351,"ST42Q07","Math Self-Concept"
"2987","United States of America","Female","ST42Q07",2453,"ST42Q07","Math Self-Concept"
"2988","United States of America","Male","ST42Q07",2525,"ST42Q07","Math Self-Concept"
"2989","Uruguay","Female","ST42Q07",2826,"ST42Q07","Math Self-Concept"
"2990","Uruguay","Male","ST42Q07",2489,"ST42Q07","Math Self-Concept"
"2991","Vietnam","Female","ST42Q07",2648,"ST42Q07","Math Self-Concept"
"2992","Vietnam","Male","ST42Q07",2311,"ST42Q07","Math Self-Concept"
"2993","Albania","Female","ST42Q09",2416,"ST42Q09","Math Self-Concept"
"2994","Albania","Male","ST42Q09",2327,"ST42Q09","Math Self-Concept"
"2995","Argentina","Female","ST42Q09",3113,"ST42Q09","Math Self-Concept"
"2996","Argentina","Male","ST42Q09",2795,"ST42Q09","Math Self-Concept"
"2997","Australia","Female","ST42Q09",7075,"ST42Q09","Math Self-Concept"
"2998","Australia","Male","ST42Q09",7406,"ST42Q09","Math Self-Concept"
"2999","Austria","Female","ST42Q09",2357,"ST42Q09","Math Self-Concept"
"3000","Austria","Male","ST42Q09",2398,"ST42Q09","Math Self-Concept"
"3001","Belgium","Female","ST42Q09",4287,"ST42Q09","Math Self-Concept"
"3002","Belgium","Male","ST42Q09",4310,"ST42Q09","Math Self-Concept"
"3003","Brazil","Female","ST42Q09",10175,"ST42Q09","Math Self-Concept"
"3004","Brazil","Male","ST42Q09",9029,"ST42Q09","Math Self-Concept"
"3005","Bulgaria","Female","ST42Q09",2578,"ST42Q09","Math Self-Concept"
"3006","Bulgaria","Male","ST42Q09",2704,"ST42Q09","Math Self-Concept"
"3007","Canada","Female","ST42Q09",10943,"ST42Q09","Math Self-Concept"
"3008","Canada","Male","ST42Q09",10601,"ST42Q09","Math Self-Concept"
"3009","Chile","Female","ST42Q09",3512,"ST42Q09","Math Self-Concept"
"3010","Chile","Male","ST42Q09",3344,"ST42Q09","Math Self-Concept"
"3011","China-Shanghai","Female","ST42Q09",2637,"ST42Q09","Math Self-Concept"
"3012","China-Shanghai","Male","ST42Q09",2540,"ST42Q09","Math Self-Concept"
"3013","Chinese Taipei","Female","ST42Q09",3111,"ST42Q09","Math Self-Concept"
"3014","Chinese Taipei","Male","ST42Q09",2935,"ST42Q09","Math Self-Concept"
"3015","Colombia","Female","ST42Q09",4807,"ST42Q09","Math Self-Concept"
"3016","Colombia","Male","ST42Q09",4266,"ST42Q09","Math Self-Concept"
"3017","Connecticut (USA)","Female","ST42Q09",845,"ST42Q09","Math Self-Concept"
"3018","Connecticut (USA)","Male","ST42Q09",852,"ST42Q09","Math Self-Concept"
"3019","Costa Rica","Female","ST42Q09",2460,"ST42Q09","Math Self-Concept"
"3020","Costa Rica","Male","ST42Q09",2142,"ST42Q09","Math Self-Concept"
"3021","Croatia","Female","ST42Q09",2480,"ST42Q09","Math Self-Concept"
"3022","Croatia","Male","ST42Q09",2528,"ST42Q09","Math Self-Concept"
"3023","Czech Republic","Female","ST42Q09",2680,"ST42Q09","Math Self-Concept"
"3024","Czech Republic","Male","ST42Q09",2647,"ST42Q09","Math Self-Concept"
"3025","Denmark","Female","ST42Q09",3777,"ST42Q09","Math Self-Concept"
"3026","Denmark","Male","ST42Q09",3704,"ST42Q09","Math Self-Concept"
"3027","Estonia","Female","ST42Q09",2409,"ST42Q09","Math Self-Concept"
"3028","Estonia","Male","ST42Q09",2370,"ST42Q09","Math Self-Concept"
"3029","Finland","Female","ST42Q09",4370,"ST42Q09","Math Self-Concept"
"3030","Finland","Male","ST42Q09",4459,"ST42Q09","Math Self-Concept"
"3031","Florida (USA)","Female","ST42Q09",952,"ST42Q09","Math Self-Concept"
"3032","Florida (USA)","Male","ST42Q09",944,"ST42Q09","Math Self-Concept"
"3033","France","Female","ST42Q09",2375,"ST42Q09","Math Self-Concept"
"3034","France","Male","ST42Q09",2238,"ST42Q09","Math Self-Concept"
"3035","Germany","Female","ST42Q09",2462,"ST42Q09","Math Self-Concept"
"3036","Germany","Male","ST42Q09",2539,"ST42Q09","Math Self-Concept"
"3037","Greece","Female","ST42Q09",2576,"ST42Q09","Math Self-Concept"
"3038","Greece","Male","ST42Q09",2549,"ST42Q09","Math Self-Concept"
"3039","Hong Kong-China","Female","ST42Q09",2161,"ST42Q09","Math Self-Concept"
"3040","Hong Kong-China","Male","ST42Q09",2509,"ST42Q09","Math Self-Concept"
"3041","Hungary","Female","ST42Q09",2529,"ST42Q09","Math Self-Concept"
"3042","Hungary","Male","ST42Q09",2281,"ST42Q09","Math Self-Concept"
"3043","Iceland","Female","ST42Q09",1739,"ST42Q09","Math Self-Concept"
"3044","Iceland","Male","ST42Q09",1769,"ST42Q09","Math Self-Concept"
"3045","Indonesia","Female","ST42Q09",2860,"ST42Q09","Math Self-Concept"
"3046","Indonesia","Male","ST42Q09",2762,"ST42Q09","Math Self-Concept"
"3047","Ireland","Female","ST42Q09",2545,"ST42Q09","Math Self-Concept"
"3048","Ireland","Male","ST42Q09",2471,"ST42Q09","Math Self-Concept"
"3049","Israel","Female","ST42Q09",2825,"ST42Q09","Math Self-Concept"
"3050","Israel","Male","ST42Q09",2230,"ST42Q09","Math Self-Concept"
"3051","Italy","Female","ST42Q09",15243,"ST42Q09","Math Self-Concept"
"3052","Italy","Male","ST42Q09",15830,"ST42Q09","Math Self-Concept"
"3053","Japan","Female","ST42Q09",3021,"ST42Q09","Math Self-Concept"
"3054","Japan","Male","ST42Q09",3330,"ST42Q09","Math Self-Concept"
"3055","Jordan","Female","ST42Q09",3615,"ST42Q09","Math Self-Concept"
"3056","Jordan","Male","ST42Q09",3423,"ST42Q09","Math Self-Concept"
"3057","Kazakhstan","Female","ST42Q09",2931,"ST42Q09","Math Self-Concept"
"3058","Kazakhstan","Male","ST42Q09",2877,"ST42Q09","Math Self-Concept"
"3059","Korea","Female","ST42Q09",2342,"ST42Q09","Math Self-Concept"
"3060","Korea","Male","ST42Q09",2691,"ST42Q09","Math Self-Concept"
"3061","Latvia","Female","ST42Q09",2188,"ST42Q09","Math Self-Concept"
"3062","Latvia","Male","ST42Q09",2118,"ST42Q09","Math Self-Concept"
"3063","Liechtenstein","Female","ST42Q09",138,"ST42Q09","Math Self-Concept"
"3064","Liechtenstein","Male","ST42Q09",155,"ST42Q09","Math Self-Concept"
"3065","Lithuania","Female","ST42Q09",2283,"ST42Q09","Math Self-Concept"
"3066","Lithuania","Male","ST42Q09",2335,"ST42Q09","Math Self-Concept"
"3067","Luxembourg","Female","ST42Q09",2581,"ST42Q09","Math Self-Concept"
"3068","Luxembourg","Male","ST42Q09",2677,"ST42Q09","Math Self-Concept"
"3069","Macao-China","Female","ST42Q09",2604,"ST42Q09","Math Self-Concept"
"3070","Macao-China","Male","ST42Q09",2731,"ST42Q09","Math Self-Concept"
"3071","Malaysia","Female","ST42Q09",2745,"ST42Q09","Math Self-Concept"
"3072","Malaysia","Male","ST42Q09",2452,"ST42Q09","Math Self-Concept"
"3073","Massachusetts (USA)","Female","ST42Q09",892,"ST42Q09","Math Self-Concept"
"3074","Massachusetts (USA)","Male","ST42Q09",831,"ST42Q09","Math Self-Concept"
"3075","Mexico","Female","ST42Q09",17553,"ST42Q09","Math Self-Concept"
"3076","Mexico","Male","ST42Q09",16253,"ST42Q09","Math Self-Concept"
"3077","Montenegro","Female","ST42Q09",2373,"ST42Q09","Math Self-Concept"
"3078","Montenegro","Male","ST42Q09",2371,"ST42Q09","Math Self-Concept"
"3079","Netherlands","Female","ST42Q09",2145,"ST42Q09","Math Self-Concept"
"3080","Netherlands","Male","ST42Q09",2315,"ST42Q09","Math Self-Concept"
"3081","New Zealand","Female","ST42Q09",2131,"ST42Q09","Math Self-Concept"
"3082","New Zealand","Male","ST42Q09",2160,"ST42Q09","Math Self-Concept"
"3083","Norway","Female","ST42Q09",2291,"ST42Q09","Math Self-Concept"
"3084","Norway","Male","ST42Q09",2395,"ST42Q09","Math Self-Concept"
"3085","Perm(Russian Federation)","Female","ST42Q09",862,"ST42Q09","Math Self-Concept"
"3086","Perm(Russian Federation)","Male","ST42Q09",899,"ST42Q09","Math Self-Concept"
"3087","Peru","Female","ST42Q09",3118,"ST42Q09","Math Self-Concept"
"3088","Peru","Male","ST42Q09",2917,"ST42Q09","Math Self-Concept"
"3089","Poland","Female","ST42Q09",2388,"ST42Q09","Math Self-Concept"
"3090","Poland","Male","ST42Q09",2219,"ST42Q09","Math Self-Concept"
"3091","Portugal","Female","ST42Q09",2853,"ST42Q09","Math Self-Concept"
"3092","Portugal","Male","ST42Q09",2869,"ST42Q09","Math Self-Concept"
"3093","Qatar","Female","ST42Q09",5305,"ST42Q09","Math Self-Concept"
"3094","Qatar","Male","ST42Q09",5661,"ST42Q09","Math Self-Concept"
"3095","Romania","Female","ST42Q09",2572,"ST42Q09","Math Self-Concept"
"3096","Romania","Male","ST42Q09",2502,"ST42Q09","Math Self-Concept"
"3097","Russian Federation","Female","ST42Q09",2614,"ST42Q09","Math Self-Concept"
"3098","Russian Federation","Male","ST42Q09",2617,"ST42Q09","Math Self-Concept"
"3099","Serbia","Female","ST42Q09",2368,"ST42Q09","Math Self-Concept"
"3100","Serbia","Male","ST42Q09",2316,"ST42Q09","Math Self-Concept"
"3101","Singapore","Female","ST42Q09",2752,"ST42Q09","Math Self-Concept"
"3102","Singapore","Male","ST42Q09",2794,"ST42Q09","Math Self-Concept"
"3103","Slovak Republic","Female","ST42Q09",2231,"ST42Q09","Math Self-Concept"
"3104","Slovak Republic","Male","ST42Q09",2447,"ST42Q09","Math Self-Concept"
"3105","Slovenia","Female","ST42Q09",2699,"ST42Q09","Math Self-Concept"
"3106","Slovenia","Male","ST42Q09",3212,"ST42Q09","Math Self-Concept"
"3107","Spain","Female","ST42Q09",12690,"ST42Q09","Math Self-Concept"
"3108","Spain","Male","ST42Q09",12623,"ST42Q09","Math Self-Concept"
"3109","Sweden","Female","ST42Q09",2378,"ST42Q09","Math Self-Concept"
"3110","Sweden","Male","ST42Q09",2358,"ST42Q09","Math Self-Concept"
"3111","Switzerland","Female","ST42Q09",5579,"ST42Q09","Math Self-Concept"
"3112","Switzerland","Male","ST42Q09",5650,"ST42Q09","Math Self-Concept"
"3113","Thailand","Female","ST42Q09",3736,"ST42Q09","Math Self-Concept"
"3114","Thailand","Male","ST42Q09",2870,"ST42Q09","Math Self-Concept"
"3115","Tunisia","Female","ST42Q09",2390,"ST42Q09","Math Self-Concept"
"3116","Tunisia","Male","ST42Q09",2017,"ST42Q09","Math Self-Concept"
"3117","Turkey","Female","ST42Q09",2370,"ST42Q09","Math Self-Concept"
"3118","Turkey","Male","ST42Q09",2478,"ST42Q09","Math Self-Concept"
"3119","United Arab Emirates","Female","ST42Q09",5792,"ST42Q09","Math Self-Concept"
"3120","United Arab Emirates","Male","ST42Q09",5708,"ST42Q09","Math Self-Concept"
"3121","United Kingdom","Female","ST42Q09",6308,"ST42Q09","Math Self-Concept"
"3122","United Kingdom","Male","ST42Q09",6351,"ST42Q09","Math Self-Concept"
"3123","United States of America","Female","ST42Q09",2453,"ST42Q09","Math Self-Concept"
"3124","United States of America","Male","ST42Q09",2525,"ST42Q09","Math Self-Concept"
"3125","Uruguay","Female","ST42Q09",2826,"ST42Q09","Math Self-Concept"
"3126","Uruguay","Male","ST42Q09",2489,"ST42Q09","Math Self-Concept"
"3127","Vietnam","Female","ST42Q09",2648,"ST42Q09","Math Self-Concept"
"3128","Vietnam","Male","ST42Q09",2311,"ST42Q09","Math Self-Concept"
"3129","Albania","Female","ST48Q01",2416,"ST48Q01","Math Intentions"
"3130","Albania","Male","ST48Q01",2327,"ST48Q01","Math Intentions"
"3131","Argentina","Female","ST48Q01",3113,"ST48Q01","Math Intentions"
"3132","Argentina","Male","ST48Q01",2795,"ST48Q01","Math Intentions"
"3133","Australia","Female","ST48Q01",7075,"ST48Q01","Math Intentions"
"3134","Australia","Male","ST48Q01",7406,"ST48Q01","Math Intentions"
"3135","Austria","Female","ST48Q01",2357,"ST48Q01","Math Intentions"
"3136","Austria","Male","ST48Q01",2398,"ST48Q01","Math Intentions"
"3137","Belgium","Female","ST48Q01",4287,"ST48Q01","Math Intentions"
"3138","Belgium","Male","ST48Q01",4310,"ST48Q01","Math Intentions"
"3139","Brazil","Female","ST48Q01",10175,"ST48Q01","Math Intentions"
"3140","Brazil","Male","ST48Q01",9029,"ST48Q01","Math Intentions"
"3141","Bulgaria","Female","ST48Q01",2578,"ST48Q01","Math Intentions"
"3142","Bulgaria","Male","ST48Q01",2704,"ST48Q01","Math Intentions"
"3143","Canada","Female","ST48Q01",10943,"ST48Q01","Math Intentions"
"3144","Canada","Male","ST48Q01",10601,"ST48Q01","Math Intentions"
"3145","Chile","Female","ST48Q01",3512,"ST48Q01","Math Intentions"
"3146","Chile","Male","ST48Q01",3344,"ST48Q01","Math Intentions"
"3147","China-Shanghai","Female","ST48Q01",2637,"ST48Q01","Math Intentions"
"3148","China-Shanghai","Male","ST48Q01",2540,"ST48Q01","Math Intentions"
"3149","Chinese Taipei","Female","ST48Q01",3111,"ST48Q01","Math Intentions"
"3150","Chinese Taipei","Male","ST48Q01",2935,"ST48Q01","Math Intentions"
"3151","Colombia","Female","ST48Q01",4807,"ST48Q01","Math Intentions"
"3152","Colombia","Male","ST48Q01",4266,"ST48Q01","Math Intentions"
"3153","Connecticut (USA)","Female","ST48Q01",845,"ST48Q01","Math Intentions"
"3154","Connecticut (USA)","Male","ST48Q01",852,"ST48Q01","Math Intentions"
"3155","Costa Rica","Female","ST48Q01",2460,"ST48Q01","Math Intentions"
"3156","Costa Rica","Male","ST48Q01",2142,"ST48Q01","Math Intentions"
"3157","Croatia","Female","ST48Q01",2480,"ST48Q01","Math Intentions"
"3158","Croatia","Male","ST48Q01",2528,"ST48Q01","Math Intentions"
"3159","Czech Republic","Female","ST48Q01",2680,"ST48Q01","Math Intentions"
"3160","Czech Republic","Male","ST48Q01",2647,"ST48Q01","Math Intentions"
"3161","Denmark","Female","ST48Q01",3777,"ST48Q01","Math Intentions"
"3162","Denmark","Male","ST48Q01",3704,"ST48Q01","Math Intentions"
"3163","Estonia","Female","ST48Q01",2409,"ST48Q01","Math Intentions"
"3164","Estonia","Male","ST48Q01",2370,"ST48Q01","Math Intentions"
"3165","Finland","Female","ST48Q01",4370,"ST48Q01","Math Intentions"
"3166","Finland","Male","ST48Q01",4459,"ST48Q01","Math Intentions"
"3167","Florida (USA)","Female","ST48Q01",952,"ST48Q01","Math Intentions"
"3168","Florida (USA)","Male","ST48Q01",944,"ST48Q01","Math Intentions"
"3169","France","Female","ST48Q01",2375,"ST48Q01","Math Intentions"
"3170","France","Male","ST48Q01",2238,"ST48Q01","Math Intentions"
"3171","Germany","Female","ST48Q01",2462,"ST48Q01","Math Intentions"
"3172","Germany","Male","ST48Q01",2539,"ST48Q01","Math Intentions"
"3173","Greece","Female","ST48Q01",2576,"ST48Q01","Math Intentions"
"3174","Greece","Male","ST48Q01",2549,"ST48Q01","Math Intentions"
"3175","Hong Kong-China","Female","ST48Q01",2161,"ST48Q01","Math Intentions"
"3176","Hong Kong-China","Male","ST48Q01",2509,"ST48Q01","Math Intentions"
"3177","Hungary","Female","ST48Q01",2529,"ST48Q01","Math Intentions"
"3178","Hungary","Male","ST48Q01",2281,"ST48Q01","Math Intentions"
